value	description	codesystem	code	iri
SSel XT HS 17-32 + CREv2, 16rxn by Agilent Technologies	SSel XT HS 17-32 + CREv2, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT369	https://fair-genomes.org/KIT369
SSel XT HS 17-32 + V6+, 16rxn by Agilent Technologies	SSel XT HS 17-32 + V6+, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT370	https://fair-genomes.org/KIT370
SSel XT HS 17-32 + V6, 16rxn by Agilent Technologies	SSel XT HS 17-32 + V6, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT371	https://fair-genomes.org/KIT371
SSel XT HS 96 + 0.5-2.9 Mb, 96rxn by Agilent Technologies	SSel XT HS 96 + 0.5-2.9 Mb, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT372	https://fair-genomes.org/KIT372
SSel XT HS 96 + 1-499 kb, 96rxn by Agilent Technologies	SSel XT HS 96 + 1-499 kb, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT373	https://fair-genomes.org/KIT373
SSel XT HS 96 + 12-24 Mb, 96rxn by Agilent Technologies	SSel XT HS 96 + 12-24 Mb, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT374	https://fair-genomes.org/KIT374
SSel XT HS 96 + 3-5.9 Mb, 96rxn by Agilent Technologies	SSel XT HS 96 + 3-5.9 Mb, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT375	https://fair-genomes.org/KIT375
SSel XT HS 96 + 6-11.9 Mb, 96rxn by Agilent Technologies	SSel XT HS 96 + 6-11.9 Mb, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT376	https://fair-genomes.org/KIT376
SSel XT HS 96 + CCP, 96rxn by Agilent Technologies	SSel XT HS 96 + CCP, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT377	https://fair-genomes.org/KIT377
SSel XT HS 96 + CREv2+, 96rxn by Agilent Technologies	SSel XT HS 96 + CREv2+, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT378	https://fair-genomes.org/KIT378
SSel XT HS 96 + CREv2, 96rxn by Agilent Technologies	SSel XT HS 96 + CREv2, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT379	https://fair-genomes.org/KIT379
SSel XT HS 96 + V6+, 96rxn by Agilent Technologies	SSel XT HS 96 + V6+, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT380	https://fair-genomes.org/KIT380
SSel XT HS 96 + V6, 96rxn by Agilent Technologies	SSel XT HS 96 + V6, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT381	https://fair-genomes.org/KIT381
SSel XT Low Inp 1-96+0.5-2.9 Mb,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+0.5-2.9 Mb,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT382	https://fair-genomes.org/KIT382
SSELXT2 Human All Exon V6+UTR, 96 by Agilent Technologies	SSELXT2 Human All Exon V6+UTR, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT383	https://fair-genomes.org/KIT383
SSELXT2 Human All Exon V6, 16 by Agilent Technologies	SSELXT2 Human All Exon V6, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT384	https://fair-genomes.org/KIT384
SSELXT2 Human All Exon V6, 96 by Agilent Technologies	SSELXT2 Human All Exon V6, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT385	https://fair-genomes.org/KIT385
SSELXT2 Human All Exon V7 Plus1, 16Rxn by Agilent Technologies	SSELXT2 Human All Exon V7 Plus1, 16Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT386	https://fair-genomes.org/KIT386
SSELXT2 Human All Exon V7 Plus1, 96Rxn by Agilent Technologies	SSELXT2 Human All Exon V7 Plus1, 96Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT387	https://fair-genomes.org/KIT387
SSELXT2 Human All Exon V7 Plus1,96 Auto by Agilent Technologies	SSELXT2 Human All Exon V7 Plus1,96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT388	https://fair-genomes.org/KIT388
SSELXT2 Human All Exon V7 Plus2, 16Rxn by Agilent Technologies	SSELXT2 Human All Exon V7 Plus2, 16Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT389	https://fair-genomes.org/KIT389
SSELXT2 Human All Exon V7 Plus2, 96Rxn by Agilent Technologies	SSELXT2 Human All Exon V7 Plus2, 96Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT390	https://fair-genomes.org/KIT390
SSELXT2 Human All Exon V7 Plus2,96 Auto by Agilent Technologies	SSELXT2 Human All Exon V7 Plus2,96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT391	https://fair-genomes.org/KIT391
SSELXT2 Human All Exon V7, 16 rxn by Agilent Technologies	SSELXT2 Human All Exon V7, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT392	https://fair-genomes.org/KIT392
SSELXT2 Human All Exon V7, 96 Auto by Agilent Technologies	SSELXT2 Human All Exon V7, 96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT393	https://fair-genomes.org/KIT393
SSELXT2 Human All Exon V7, 96 rxn by Agilent Technologies	SSELXT2 Human All Exon V7, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT394	https://fair-genomes.org/KIT394
SSELXT2 Human All ExonV6+UTR,96 rxn,auto by Agilent Technologies	SSELXT2 Human All ExonV6+UTR,96 rxn,auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT395	https://fair-genomes.org/KIT395
SSXT Bovine All Exon, 16 by Agilent Technologies	SSXT Bovine All Exon, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT396	https://fair-genomes.org/KIT396
SSXT Bovine All Exon, 96 by Agilent Technologies	SSXT Bovine All Exon, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT397	https://fair-genomes.org/KIT397
SSXT Human All Exon V5+MHC, 16 by Agilent Technologies	SSXT Human All Exon V5+MHC, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT398	https://fair-genomes.org/KIT398
SSXT Human All Exon V5+MHC, 96 by Agilent Technologies	SSXT Human All Exon V5+MHC, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT399	https://fair-genomes.org/KIT399
SSXT Human All Exon V5+lncRNA, 16 by Agilent Technologies	SSXT Human All Exon V5+lncRNA, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT400	https://fair-genomes.org/KIT400
SSXT Human All Exon V5+lncRNA, 96 by Agilent Technologies	SSXT Human All Exon V5+lncRNA, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT401	https://fair-genomes.org/KIT401
SSXT Human All Exon V5+lncRNA, 96, Auto by Agilent Technologies	SSXT Human All Exon V5+lncRNA, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT402	https://fair-genomes.org/KIT402
SSXT Human All ExonV5+MHC, 96, Auto by Agilent Technologies	SSXT Human All ExonV5+MHC, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT403	https://fair-genomes.org/KIT403
SSXT Zebrafish All Exon, 16 by Agilent Technologies	SSXT Zebrafish All Exon, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT404	https://fair-genomes.org/KIT404
SSXT Zebrafish All Exon, 96 by Agilent Technologies	SSXT Zebrafish All Exon, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT405	https://fair-genomes.org/KIT405
SSXT2 Human All Exon V5+MHC, 16 by Agilent Technologies	SSXT2 Human All Exon V5+MHC, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT406	https://fair-genomes.org/KIT406
SSXT2 Human All Exon V5+MHC, 96 by Agilent Technologies	SSXT2 Human All Exon V5+MHC, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT407	https://fair-genomes.org/KIT407
SSXT2 Human All Exon V5+lncRNA, 16 by Agilent Technologies	SSXT2 Human All Exon V5+lncRNA, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT408	https://fair-genomes.org/KIT408
SSXT2 Human All Exon V5+lncRNA, 96 by Agilent Technologies	SSXT2 Human All Exon V5+lncRNA, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT409	https://fair-genomes.org/KIT409
SSXT2 Human All Exon V5+lncRNA, 96, Auto by Agilent Technologies	SSXT2 Human All Exon V5+lncRNA, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT410	https://fair-genomes.org/KIT410
SSXT2 Human All ExonV5+MHC, 96, Auto by Agilent Technologies	SSXT2 Human All ExonV5+MHC, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT411	https://fair-genomes.org/KIT411
SSel XT HS 1-16 + 0.5-2.9 Mb, 16rxn by Agilent Technologies	SSel XT HS 1-16 + 0.5-2.9 Mb, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT412	https://fair-genomes.org/KIT412
SSELXT Human All Exon V7 Plus2,96 Auto by Agilent Technologies	SSELXT Human All Exon V7 Plus2,96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT413	https://fair-genomes.org/KIT413
SSELXT Human All Exon V7, 16 rxn by Agilent Technologies	SSELXT Human All Exon V7, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT414	https://fair-genomes.org/KIT414
SSELXT Human All Exon V7, 96 Auto by Agilent Technologies	SSELXT Human All Exon V7, 96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT415	https://fair-genomes.org/KIT415
SSELXT Human All Exon V7, 96 rxn by Agilent Technologies	SSELXT Human All Exon V7, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT416	https://fair-genomes.org/KIT416
SSELXT Low Input 1-96 + V7, 96 Auto by Agilent Technologies	SSELXT Low Input 1-96 + V7, 96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT417	https://fair-genomes.org/KIT417
SSELXT Low Input 1-96 + V7, 96 rxn by Agilent Technologies	SSELXT Low Input 1-96 + V7, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT418	https://fair-genomes.org/KIT418
SSELXT Low Input 1-96 +V7 Plus 1,96 rxn by Agilent Technologies	SSELXT Low Input 1-96 +V7 Plus 1,96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT419	https://fair-genomes.org/KIT419
SSELXT Low Input 1-96 +V7 Plus 2,96 rxn by Agilent Technologies	SSELXT Low Input 1-96 +V7 Plus 2,96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT420	https://fair-genomes.org/KIT420
SSELXT Low Input 1-96+V7 Plus 1,96 Auto by Agilent Technologies	SSELXT Low Input 1-96+V7 Plus 1,96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT421	https://fair-genomes.org/KIT421
SSELXT Low Input 1-96+V7 Plus 2,96 Auto by Agilent Technologies	SSELXT Low Input 1-96+V7 Plus 2,96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT422	https://fair-genomes.org/KIT422
SSELXT Low Input 97-192 + V7, 96 Auto by Agilent Technologies	SSELXT Low Input 97-192 + V7, 96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT423	https://fair-genomes.org/KIT423
SSELXT Low Input 97-192 + V7, 96 rxn by Agilent Technologies	SSELXT Low Input 97-192 + V7, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT424	https://fair-genomes.org/KIT424
SSELXT Low Input 97-192+V7 Plus 1,96rxn by Agilent Technologies	SSELXT Low Input 97-192+V7 Plus 1,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT425	https://fair-genomes.org/KIT425
SSELXT Low Input 97-192+V7 Plus1,96Auto by Agilent Technologies	SSELXT Low Input 97-192+V7 Plus1,96Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT426	https://fair-genomes.org/KIT426
SSELXT Low Input 97-192+V7 Plus2,96Auto by Agilent Technologies	SSELXT Low Input 97-192+V7 Plus2,96Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT427	https://fair-genomes.org/KIT427
SSELXT Low Input 97-192+V7 Plus2,96rxn by Agilent Technologies	SSELXT Low Input 97-192+V7 Plus2,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT428	https://fair-genomes.org/KIT428
SSELXT2 Clinical Research Exome, 16rxn by Agilent Technologies	SSELXT2 Clinical Research Exome, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT429	https://fair-genomes.org/KIT429
SSELXT2 Clinical Research Exome, 96 auto by Agilent Technologies	SSELXT2 Clinical Research Exome, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT430	https://fair-genomes.org/KIT430
SSELXT2 Clinical Research Exome, 96rxn by Agilent Technologies	SSELXT2 Clinical Research Exome, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT431	https://fair-genomes.org/KIT431
SSELXT2 Human All Exon V6 96 rxn,auto by Agilent Technologies	SSELXT2 Human All Exon V6 96 rxn,auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT432	https://fair-genomes.org/KIT432
SSELXT2 Human All Exon V6 Plus 1, 16rxn by Agilent Technologies	SSELXT2 Human All Exon V6 Plus 1, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT433	https://fair-genomes.org/KIT433
SSELXT2 Human All Exon V6 Plus 1, 96 aut by Agilent Technologies	SSELXT2 Human All Exon V6 Plus 1, 96 aut by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT434	https://fair-genomes.org/KIT434
SSELXT2 Human All Exon V6 Plus 1, 96rxn by Agilent Technologies	SSELXT2 Human All Exon V6 Plus 1, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT435	https://fair-genomes.org/KIT435
SSELXT2 Human All Exon V6 Plus 2, 16rxn by Agilent Technologies	SSELXT2 Human All Exon V6 Plus 2, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT436	https://fair-genomes.org/KIT436
SSELXT2 Human All Exon V6 Plus 2, 96 aut by Agilent Technologies	SSELXT2 Human All Exon V6 Plus 2, 96 aut by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT437	https://fair-genomes.org/KIT437
SSELXT2 Human All Exon V6 Plus 2, 96rxn by Agilent Technologies	SSELXT2 Human All Exon V6 Plus 2, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT438	https://fair-genomes.org/KIT438
SSELXT2 Human All Exon V6+ COSMIC, 16 by Agilent Technologies	SSELXT2 Human All Exon V6+ COSMIC, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT439	https://fair-genomes.org/KIT439
SSELXT2 Human All Exon V6+ COSMIC, 96 by Agilent Technologies	SSELXT2 Human All Exon V6+ COSMIC, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT440	https://fair-genomes.org/KIT440
SSELXT2 Human All Exon V6+ COSMIC,96auto by Agilent Technologies	SSELXT2 Human All Exon V6+ COSMIC,96auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT441	https://fair-genomes.org/KIT441
SSELXT2 Human All Exon V6+UTR, 16 by Agilent Technologies	SSELXT2 Human All Exon V6+UTR, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT442	https://fair-genomes.org/KIT442
SSELXT Clinical Research Exome, 96 by Agilent Technologies	SSELXT Clinical Research Exome, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT443	https://fair-genomes.org/KIT443
SSELXT HS 1-16 + V7 Plus 1, 16 rxn by Agilent Technologies	SSELXT HS 1-16 + V7 Plus 1, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT444	https://fair-genomes.org/KIT444
SSELXT HS 1-16 + V7, 16rxn by Agilent Technologies	SSELXT HS 1-16 + V7, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT445	https://fair-genomes.org/KIT445
SSELXT HS 1-16 + V7Plus 2, 16 rxn by Agilent Technologies	SSELXT HS 1-16 + V7Plus 2, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT446	https://fair-genomes.org/KIT446
SSELXT HS 1-32 + V7 Plus 1, 96 rxn by Agilent Technologies	SSELXT HS 1-32 + V7 Plus 1, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT447	https://fair-genomes.org/KIT447
SSELXT HS 1-32 + V7 Plus 2, 96 rxn by Agilent Technologies	SSELXT HS 1-32 + V7 Plus 2, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT448	https://fair-genomes.org/KIT448
SSELXT HS 1-32 + V7, 96 rxn by Agilent Technologies	SSELXT HS 1-32 + V7, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT449	https://fair-genomes.org/KIT449
SSELXT HS 17-32 + V7 Plus 1, 16 rxn by Agilent Technologies	SSELXT HS 17-32 + V7 Plus 1, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT450	https://fair-genomes.org/KIT450
SSELXT HS 17-32 + V7 Plus 2, 16 rxn by Agilent Technologies	SSELXT HS 17-32 + V7 Plus 2, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT451	https://fair-genomes.org/KIT451
SSELXT HS 17-32 + V7, 16 rxn by Agilent Technologies	SSELXT HS 17-32 + V7, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT452	https://fair-genomes.org/KIT452
SSELXT Human All Exon V6 Plus 1, 16rxn by Agilent Technologies	SSELXT Human All Exon V6 Plus 1, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT453	https://fair-genomes.org/KIT453
SSELXT Human All Exon V6 Plus 2, 16rxn by Agilent Technologies	SSELXT Human All Exon V6 Plus 2, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT454	https://fair-genomes.org/KIT454
SSELXT Human All Exon V6 Plus 2, 96 auto by Agilent Technologies	SSELXT Human All Exon V6 Plus 2, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT455	https://fair-genomes.org/KIT455
SSELXT Human All Exon V6 Plus 2, 96rxn by Agilent Technologies	SSELXT Human All Exon V6 Plus 2, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT456	https://fair-genomes.org/KIT456
SSELXT Human All Exon V6+ COSMIC,96 auto by Agilent Technologies	SSELXT Human All Exon V6+ COSMIC,96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT457	https://fair-genomes.org/KIT457
SSELXT Human All Exon V6+COSMIC V6, 16 by Agilent Technologies	SSELXT Human All Exon V6+COSMIC V6, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT458	https://fair-genomes.org/KIT458
SSELXT Human All Exon V6+COSMIC V6, 96 by Agilent Technologies	SSELXT Human All Exon V6+COSMIC V6, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT459	https://fair-genomes.org/KIT459
SSELXT Human All Exon V6+UTR V6, 16 by Agilent Technologies	SSELXT Human All Exon V6+UTR V6, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT460	https://fair-genomes.org/KIT460
SSELXT Human All Exon V6+UTR V6, 96 by Agilent Technologies	SSELXT Human All Exon V6+UTR V6, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT461	https://fair-genomes.org/KIT461
SSELXT Human All Exon V6+UTR,96 rxn,auto by Agilent Technologies	SSELXT Human All Exon V6+UTR,96 rxn,auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT462	https://fair-genomes.org/KIT462
SSELXT Human All Exon V6, 16 by Agilent Technologies	SSELXT Human All Exon V6, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT463	https://fair-genomes.org/KIT463
SSELXT Human All Exon V6, 96 by Agilent Technologies	SSELXT Human All Exon V6, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT464	https://fair-genomes.org/KIT464
SSELXT Human All Exon V6, 96 rxn,auto by Agilent Technologies	SSELXT Human All Exon V6, 96 rxn,auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT465	https://fair-genomes.org/KIT465
SSELXT Human All Exon V6Plus 1, 96 auto by Agilent Technologies	SSELXT Human All Exon V6Plus 1, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT466	https://fair-genomes.org/KIT466
SSELXT Human All Exon V6Plus 1, 96rxn by Agilent Technologies	SSELXT Human All Exon V6Plus 1, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT467	https://fair-genomes.org/KIT467
SSELXT Human All Exon V7 Plus1, 16Rxn by Agilent Technologies	SSELXT Human All Exon V7 Plus1, 16Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT468	https://fair-genomes.org/KIT468
SSELXT Human All Exon V7 Plus1, 96 Auto by Agilent Technologies	SSELXT Human All Exon V7 Plus1, 96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT469	https://fair-genomes.org/KIT469
SSELXT Human All Exon V7 Plus1, 96Rxn by Agilent Technologies	SSELXT Human All Exon V7 Plus1, 96Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT470	https://fair-genomes.org/KIT470
SSELXT Human All Exon V7 Plus2, 16Rxn by Agilent Technologies	SSELXT Human All Exon V7 Plus2, 16Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT471	https://fair-genomes.org/KIT471
SSELXT Human All Exon V7 Plus2, 96Rxn by Agilent Technologies	SSELXT Human All Exon V7 Plus2, 96Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT472	https://fair-genomes.org/KIT472
SSEL XT HS 1-16 + V6+UTR, 16rxn by Agilent Technologies	SSEL XT HS 1-16 + V6+UTR, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT473	https://fair-genomes.org/KIT473
SSEL XT HS 17-32 + V6+UTR, 16rxn by Agilent Technologies	SSEL XT HS 17-32 + V6+UTR, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT474	https://fair-genomes.org/KIT474
SSEL XT HS 96 + V6+UTR, 96rxn by Agilent Technologies	SSEL XT HS 96 + V6+UTR, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT475	https://fair-genomes.org/KIT475
SSEL XT Hu. AllExon V5+UTRs, 96, Auto by Agilent Technologies	SSEL XT Hu. AllExon V5+UTRs, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT476	https://fair-genomes.org/KIT476
SSEL XT Human All Exon V5, 96, Auto by Agilent Technologies	SSEL XT Human All Exon V5, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT477	https://fair-genomes.org/KIT477
SSEL XT Low Inp 1-96+V6+UTR,96rxnAU by Agilent Technologies	SSEL XT Low Inp 1-96+V6+UTR,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT478	https://fair-genomes.org/KIT478
SSEL XT Low Inp 97-192+V6+UTR,96rxnAU by Agilent Technologies	SSEL XT Low Inp 97-192+V6+UTR,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT479	https://fair-genomes.org/KIT479
SSEL XT Low Input 1-96+V6+UTR,96rxn by Agilent Technologies	SSEL XT Low Input 1-96+V6+UTR,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT480	https://fair-genomes.org/KIT480
SSEL XT Low Input 97-192+V6+UTR,96rxn by Agilent Technologies	SSEL XT Low Input 97-192+V6+UTR,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT481	https://fair-genomes.org/KIT481
SSEL XT2 CRE V2 Plus 1, 16 rxn by Agilent Technologies	SSEL XT2 CRE V2 Plus 1, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT482	https://fair-genomes.org/KIT482
SSEL XT2 CRE V2 Plus 1, 96 auto by Agilent Technologies	SSEL XT2 CRE V2 Plus 1, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT483	https://fair-genomes.org/KIT483
SSEL XT2 CRE V2 Plus 1, 96 rxn by Agilent Technologies	SSEL XT2 CRE V2 Plus 1, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT484	https://fair-genomes.org/KIT484
SSEL XT2 CRE V2 Plus 2, 16 rxn by Agilent Technologies	SSEL XT2 CRE V2 Plus 2, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT485	https://fair-genomes.org/KIT485
SSEL XT2 CRE V2 Plus 2, 96 auto by Agilent Technologies	SSEL XT2 CRE V2 Plus 2, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT486	https://fair-genomes.org/KIT486
SSEL XT2 CRE V2 Plus 2, 96 rxn by Agilent Technologies	SSEL XT2 CRE V2 Plus 2, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT487	https://fair-genomes.org/KIT487
SSEL XT2 CRE V2, 16 rxn by Agilent Technologies	SSEL XT2 CRE V2, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT488	https://fair-genomes.org/KIT488
SSEL XT2 CRE V2, 96 auto by Agilent Technologies	SSEL XT2 CRE V2, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT489	https://fair-genomes.org/KIT489
