value	description	codesystem	code	iri
Y64.9	Contaminated medical or biological substance administered by unspecified means	ICD-10	urn:miriam:icd:Y64.9	http://identifiers.org/icd/Y64.9
Y64.8	Contaminated medical or biological substance administered by other means	ICD-10	urn:miriam:icd:Y64.8	http://identifiers.org/icd/Y64.8
Y64.1	Contaminated medical or biological substance, injected or used for immunization	ICD-10	urn:miriam:icd:Y64.1	http://identifiers.org/icd/Y64.1
Y64.0	Contaminated medical or biological substance, transfused or infused	ICD-10	urn:miriam:icd:Y64.0	http://identifiers.org/icd/Y64.0
Y53.9	Agent primarily affecting the gastrointestinal system, unspecified	ICD-10	urn:miriam:icd:Y53.9	http://identifiers.org/icd/Y53.9
Y53.7	Agents primarily affecting the gastrointestinal system - Emetics	ICD-10	urn:miriam:icd:Y53.7	http://identifiers.org/icd/Y53.7
Y53.8	Other agents primarily affecting the gastrointestinal system	ICD-10	urn:miriam:icd:Y53.8	http://identifiers.org/icd/Y53.8
Y53.5	Agents primarily affecting the gastrointestinal system - Digestants	ICD-10	urn:miriam:icd:Y53.5	http://identifiers.org/icd/Y53.5
Y53.6	Agents primarily affecting the gastrointestinal system - Antidiarrhoeal drugs	ICD-10	urn:miriam:icd:Y53.6	http://identifiers.org/icd/Y53.6
Y53.3	Agents primarily affecting the gastrointestinal system - Saline and osmotic laxatives	ICD-10	urn:miriam:icd:Y53.3	http://identifiers.org/icd/Y53.3
Y53.4	Other laxatives	ICD-10	urn:miriam:icd:Y53.4	http://identifiers.org/icd/Y53.4
Y53.1	Other antacids and anti-gastric-secretion drugs	ICD-10	urn:miriam:icd:Y53.1	http://identifiers.org/icd/Y53.1
Y53.2	Agents primarily affecting the gastrointestinal system - Stimulant laxatives	ICD-10	urn:miriam:icd:Y53.2	http://identifiers.org/icd/Y53.2
Y53.0	Agents primarily affecting the gastrointestinal system - Histamine H2-receptor antagonists	ICD-10	urn:miriam:icd:Y53.0	http://identifiers.org/icd/Y53.0
Y42.9	Other and unspecified hormone antagonists	ICD-10	urn:miriam:icd:Y42.9	http://identifiers.org/icd/Y42.9
Y42.6	Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified	ICD-10	urn:miriam:icd:Y42.6	http://identifiers.org/icd/Y42.6
Y42.5	Other estrogens and progestogens	ICD-10	urn:miriam:icd:Y42.5	http://identifiers.org/icd/Y42.5
Y42.8	Other and unspecified hormones and their synthetic substitutes	ICD-10	urn:miriam:icd:Y42.8	http://identifiers.org/icd/Y42.8
Y42.7	Androgens and anabolic congeners	ICD-10	urn:miriam:icd:Y42.7	http://identifiers.org/icd/Y42.7
Y88.3	Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	ICD-10	urn:miriam:icd:Y88.3	http://identifiers.org/icd/Y88.3
Y42.2	Hormones and their synthetic substitutes and antagonists, not elsewhere classified - Antithyroid drugs	ICD-10	urn:miriam:icd:Y42.2	http://identifiers.org/icd/Y42.2
Y88.2	Sequelae of adverse incidents associated with medical devices in diagnostic and therapeutic use	ICD-10	urn:miriam:icd:Y88.2	http://identifiers.org/icd/Y88.2
Y42.1	Thyroid hormones and substitutes	ICD-10	urn:miriam:icd:Y42.1	http://identifiers.org/icd/Y42.1
Y88.1	Sequelae of misadventures to patients during surgical and medical procedures	ICD-10	urn:miriam:icd:Y88.1	http://identifiers.org/icd/Y88.1
Y42.4	Hormones and their synthetic substitutes and antagonists, not elsewhere classified - Oral contraceptives	ICD-10	urn:miriam:icd:Y42.4	http://identifiers.org/icd/Y42.4
Y88.0	Sequelae of adverse effects caused by drugs, medicaments and biological substances in therapeutic use	ICD-10	urn:miriam:icd:Y88.0	http://identifiers.org/icd/Y88.0
Y42.3	Insulin and oral hypoglycaemic [antidiabetic] drugs	ICD-10	urn:miriam:icd:Y42.3	http://identifiers.org/icd/Y42.3
Y42.0	Glucocorticoids and synthetic analogues	ICD-10	urn:miriam:icd:Y42.0	http://identifiers.org/icd/Y42.0
Y77.8	Ophthalmic devices associated with adverse incidents - Ophthalmic devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified	ICD-10	urn:miriam:icd:Y77.8	http://identifiers.org/icd/Y77.8
V88.1	Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle, nontraffic	ICD-10	urn:miriam:icd:V88.1	http://identifiers.org/icd/V88.1
V88.0	Person injured in collision between car and two- or three-wheeled motor vehicle, nontraffic	ICD-10	urn:miriam:icd:V88.0	http://identifiers.org/icd/V88.0
V88.7	Person injured in collision between other specified motor vehicles, nontraffic	ICD-10	urn:miriam:icd:V88.7	http://identifiers.org/icd/V88.7
V88.6	Person injured in collision between railway train or railway vehicle and car, nontraffic	ICD-10	urn:miriam:icd:V88.6	http://identifiers.org/icd/V88.6
V88.9	Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle, nontraffic	ICD-10	urn:miriam:icd:V88.9	http://identifiers.org/icd/V88.9
V88.8	Person injured in other specified noncollision transport accidents involving motor vehicle, nontraffic	ICD-10	urn:miriam:icd:V88.8	http://identifiers.org/icd/V88.8
V88.3	Person injured in collision between car and bus, nontraffic	ICD-10	urn:miriam:icd:V88.3	http://identifiers.org/icd/V88.3
V88.2	Person injured in collision between car and pick-up truck or van, nontraffic	ICD-10	urn:miriam:icd:V88.2	http://identifiers.org/icd/V88.2
W80	Inhalation and ingestion of other objects causing obstruction of respiratory tract	ICD-10	urn:miriam:icd:W80	http://identifiers.org/icd/W80
V88.5	Person injured in collision between heavy transport vehicle and bus, nontraffic	ICD-10	urn:miriam:icd:V88.5	http://identifiers.org/icd/V88.5
W81	Confined to or trapped in a low-oxygen environment	ICD-10	urn:miriam:icd:W81	http://identifiers.org/icd/W81
V88.4	Person injured in collision between car and heavy transport vehicle, nontraffic	ICD-10	urn:miriam:icd:V88.4	http://identifiers.org/icd/V88.4
W83	Other specified threats to breathing	ICD-10	urn:miriam:icd:W83	http://identifiers.org/icd/W83
W84	Unspecified threat to breathing	ICD-10	urn:miriam:icd:W84	http://identifiers.org/icd/W84
W85	Exposure to electric transmission lines	ICD-10	urn:miriam:icd:W85	http://identifiers.org/icd/W85
Z01.0	Examination of eyes and vision	ICD-10	urn:miriam:icd:Z01.0	http://identifiers.org/icd/Z01.0
W86	Exposure to other specified electric current	ICD-10	urn:miriam:icd:W86	http://identifiers.org/icd/W86
W87	Exposure to unspecified electric current	ICD-10	urn:miriam:icd:W87	http://identifiers.org/icd/W87
Z01.2	Other special examinations and investigations of persons without complaint or reported diagnosis - Dental examination	ICD-10	urn:miriam:icd:Z01.2	http://identifiers.org/icd/Z01.2
W88	Exposure to ionizing radiation	ICD-10	urn:miriam:icd:W88	http://identifiers.org/icd/W88
Z01.1	Examination of ears and hearing	ICD-10	urn:miriam:icd:Z01.1	http://identifiers.org/icd/Z01.1
W89	Exposure to man-made visible and ultraviolet light	ICD-10	urn:miriam:icd:W89	http://identifiers.org/icd/W89
Z01.4	Other special examinations and investigations of persons without complaint or reported diagnosis - Gynaecological examination (general)(routine)	ICD-10	urn:miriam:icd:Z01.4	http://identifiers.org/icd/Z01.4
Z01.3	Examination of blood pressure	ICD-10	urn:miriam:icd:Z01.3	http://identifiers.org/icd/Z01.3
Y82.8	Other and unspecified medical devices associated with adverse incidents - Other and unspecified medical devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified	ICD-10	urn:miriam:icd:Y82.8	http://identifiers.org/icd/Y82.8
Z01.6	Other special examinations and investigations of persons without complaint or reported diagnosis - Radiological examination, not elsewhere classified	ICD-10	urn:miriam:icd:Z01.6	http://identifiers.org/icd/Z01.6
Y82.3	Other and unspecified medical devices associated with adverse incidents - Other and unspecified medical devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures)	ICD-10	urn:miriam:icd:Y82.3	http://identifiers.org/icd/Y82.3
Z01.5	Diagnostic skin and sensitization tests	ICD-10	urn:miriam:icd:Z01.5	http://identifiers.org/icd/Z01.5
Y82.2	Other and unspecified medical devices associated with adverse incidents - Other and unspecified medical devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices	ICD-10	urn:miriam:icd:Y82.2	http://identifiers.org/icd/Y82.2
Z01.8	Other specified special examinations	ICD-10	urn:miriam:icd:Z01.8	http://identifiers.org/icd/Z01.8
Y82.1	Other and unspecified medical devices associated with adverse incidents - Other and unspecified medical devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices	ICD-10	urn:miriam:icd:Y82.1	http://identifiers.org/icd/Y82.1
Z01.7	Laboratory examination	ICD-10	urn:miriam:icd:Z01.7	http://identifiers.org/icd/Z01.7
W90	Exposure to other nonionizing radiation	ICD-10	urn:miriam:icd:W90	http://identifiers.org/icd/W90
Y82.0	Other and unspecified medical devices associated with adverse incidents - Other and unspecified medical devices associated with adverse incidents: Diagnostic and monitoring devices	ICD-10	urn:miriam:icd:Y82.0	http://identifiers.org/icd/Y82.0
W91	Exposure to unspecified type of radiation	ICD-10	urn:miriam:icd:W91	http://identifiers.org/icd/W91
Z01.9	Special examination, unspecified	ICD-10	urn:miriam:icd:Z01.9	http://identifiers.org/icd/Z01.9
W92	Exposure to excessive heat of man-made origin	ICD-10	urn:miriam:icd:W92	http://identifiers.org/icd/W92
W93	Exposure to excessive cold of man-made origin	ICD-10	urn:miriam:icd:W93	http://identifiers.org/icd/W93
W94	Exposure to high and low air pressure and changes in air pressure	ICD-10	urn:miriam:icd:W94	http://identifiers.org/icd/W94
Z12.0	Special screening examination for neoplasm of stomach	ICD-10	urn:miriam:icd:Z12.0	http://identifiers.org/icd/Z12.0
Z12.3	Special screening examination for neoplasm of breast	ICD-10	urn:miriam:icd:Z12.3	http://identifiers.org/icd/Z12.3
W99	Exposure to other and unspecified man-made environmental factors	ICD-10	urn:miriam:icd:W99	http://identifiers.org/icd/W99
Z12.4	Special screening examination for neoplasm of cervix	ICD-10	urn:miriam:icd:Z12.4	http://identifiers.org/icd/Z12.4
Z12.1	Special screening examination for neoplasm of intestinal tract	ICD-10	urn:miriam:icd:Z12.1	http://identifiers.org/icd/Z12.1
Z12.2	Special screening examination for neoplasm of respiratory organs	ICD-10	urn:miriam:icd:Z12.2	http://identifiers.org/icd/Z12.2
Y71.8	Cardiovascular devices associated with adverse incidents - Cardiovascular devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified	ICD-10	urn:miriam:icd:Y71.8	http://identifiers.org/icd/Y71.8
Y71.3	Cardiovascular devices associated with adverse incidents - Cardiovascular devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures)	ICD-10	urn:miriam:icd:Y71.3	http://identifiers.org/icd/Y71.3
Z12.8	Special screening examination for neoplasms of other sites	ICD-10	urn:miriam:icd:Z12.8	http://identifiers.org/icd/Z12.8
Y71.1	Cardiovascular devices associated with adverse incidents - Cardiovascular devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices	ICD-10	urn:miriam:icd:Y71.1	http://identifiers.org/icd/Y71.1
Z12.5	Special screening examination for neoplasm of prostate	ICD-10	urn:miriam:icd:Z12.5	http://identifiers.org/icd/Z12.5
Y71.2	Cardiovascular devices associated with adverse incidents - Cardiovascular devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices	ICD-10	urn:miriam:icd:Y71.2	http://identifiers.org/icd/Y71.2
Z12.6	Special screening examination for neoplasm of bladder	ICD-10	urn:miriam:icd:Z12.6	http://identifiers.org/icd/Z12.6
Y71.0	Cardiovascular devices associated with adverse incidents - Cardiovascular devices associated with adverse incidents: Diagnostic and monitoring devices	ICD-10	urn:miriam:icd:Y71.0	http://identifiers.org/icd/Y71.0
Z12.9	Special screening examination for neoplasm, unspecified	ICD-10	urn:miriam:icd:Z12.9	http://identifiers.org/icd/Z12.9
W60	Contact with plant thorns and spines and sharp leaves	ICD-10	urn:miriam:icd:W60	http://identifiers.org/icd/W60
Y07.9	Other maltreatment - By unspecified person	ICD-10	urn:miriam:icd:Y07.9	http://identifiers.org/icd/Y07.9
W64	Exposure to other and unspecified animate mechanical forces	ICD-10	urn:miriam:icd:W64	http://identifiers.org/icd/W64
Y07.8	By other specified persons	ICD-10	urn:miriam:icd:Y07.8	http://identifiers.org/icd/Y07.8
W65	Drowning and submersion while in bath-tub	ICD-10	urn:miriam:icd:W65	http://identifiers.org/icd/W65
W66	Drowning and submersion following fall into bath-tub	ICD-10	urn:miriam:icd:W66	http://identifiers.org/icd/W66
W67	Drowning and submersion while in swimming-pool	ICD-10	urn:miriam:icd:W67	http://identifiers.org/icd/W67
W68	Drowning and submersion following fall into swimming-pool	ICD-10	urn:miriam:icd:W68	http://identifiers.org/icd/W68
W69	Drowning and submersion while in natural water	ICD-10	urn:miriam:icd:W69	http://identifiers.org/icd/W69
Y07.3	Other maltreatment - By official authorities	ICD-10	urn:miriam:icd:Y07.3	http://identifiers.org/icd/Y07.3
Y07.2	Other maltreatment - By acquaintance or friend	ICD-10	urn:miriam:icd:Y07.2	http://identifiers.org/icd/Y07.2
Y07.1	Other maltreatment - By parent	ICD-10	urn:miriam:icd:Y07.1	http://identifiers.org/icd/Y07.1
Y07.0	Other maltreatment - By spouse or partner	ICD-10	urn:miriam:icd:Y07.0	http://identifiers.org/icd/Y07.0
Y60.9	During unspecified surgical and medical care	ICD-10	urn:miriam:icd:Y60.9	http://identifiers.org/icd/Y60.9
Y60.7	During administration of enema	ICD-10	urn:miriam:icd:Y60.7	http://identifiers.org/icd/Y60.7
Y60.8	During other surgical and medical care	ICD-10	urn:miriam:icd:Y60.8	http://identifiers.org/icd/Y60.8
Y60.5	During heart catheterization	ICD-10	urn:miriam:icd:Y60.5	http://identifiers.org/icd/Y60.5
Y60.6	During aspiration, puncture and other catheterization	ICD-10	urn:miriam:icd:Y60.6	http://identifiers.org/icd/Y60.6
Y60.3	During injection or immunization	ICD-10	urn:miriam:icd:Y60.3	http://identifiers.org/icd/Y60.3
Y60.4	During endoscopic examination	ICD-10	urn:miriam:icd:Y60.4	http://identifiers.org/icd/Y60.4
Y60.1	During infusion or transfusion	ICD-10	urn:miriam:icd:Y60.1	http://identifiers.org/icd/Y60.1
Y60.2	During kidney dialysis or other perfusion	ICD-10	urn:miriam:icd:Y60.2	http://identifiers.org/icd/Y60.2
Y60.0	During surgical operation	ICD-10	urn:miriam:icd:Y60.0	http://identifiers.org/icd/Y60.0
W70	Drowning and submersion following fall into natural water	ICD-10	urn:miriam:icd:W70	http://identifiers.org/icd/W70
W73	Other specified drowning and submersion	ICD-10	urn:miriam:icd:W73	http://identifiers.org/icd/W73
W74	Unspecified drowning and submersion	ICD-10	urn:miriam:icd:W74	http://identifiers.org/icd/W74
W75	Accidental suffocation and strangulation in bed	ICD-10	urn:miriam:icd:W75	http://identifiers.org/icd/W75
W76	Other accidental hanging and strangulation	ICD-10	urn:miriam:icd:W76	http://identifiers.org/icd/W76
W77	Threat to breathing due to cave-in, falling earth and other substances	ICD-10	urn:miriam:icd:W77	http://identifiers.org/icd/W77
W78	Inhalation of gastric contents	ICD-10	urn:miriam:icd:W78	http://identifiers.org/icd/W78
W79	Inhalation and ingestion of food causing obstruction of respiratory tract	ICD-10	urn:miriam:icd:W79	http://identifiers.org/icd/W79
Y80	Physical medicine devices associated with adverse incidents	ICD-10	urn:miriam:icd:Y80	http://identifiers.org/icd/Y80
Y81	General- and plastic-surgery devices associated with adverse incidents	ICD-10	urn:miriam:icd:Y81	http://identifiers.org/icd/Y81
W40	Explosion of other materials	ICD-10	urn:miriam:icd:W40	http://identifiers.org/icd/W40
Y82	Other and unspecified medical devices associated with adverse incidents	ICD-10	urn:miriam:icd:Y82	http://identifiers.org/icd/Y82
W41	Exposure to high-pressure jet	ICD-10	urn:miriam:icd:W41	http://identifiers.org/icd/W41
Y83	Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	ICD-10	urn:miriam:icd:Y83	http://identifiers.org/icd/Y83
W42	Exposure to noise	ICD-10	urn:miriam:icd:W42	http://identifiers.org/icd/W42
Y84	Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure	ICD-10	urn:miriam:icd:Y84	http://identifiers.org/icd/Y84
W43	Exposure to vibration	ICD-10	urn:miriam:icd:W43	http://identifiers.org/icd/W43
Y85	Sequelae of transport accidents	ICD-10	urn:miriam:icd:Y85	http://identifiers.org/icd/Y85
W44	Foreign body entering into or through eye or natural orifice	ICD-10	urn:miriam:icd:W44	http://identifiers.org/icd/W44
Y86	Sequelae of other accidents	ICD-10	urn:miriam:icd:Y86	http://identifiers.org/icd/Y86
W45	Foreign body or object entering through skin	ICD-10	urn:miriam:icd:W45	http://identifiers.org/icd/W45
Y87	Sequelae of intentional self-harm, assault and events of undetermined intent	ICD-10	urn:miriam:icd:Y87	http://identifiers.org/icd/Y87
W46	Contact with hypodermic needle	ICD-10	urn:miriam:icd:W46	http://identifiers.org/icd/W46
Y88	Sequelae with surgical and medical care as external cause	ICD-10	urn:miriam:icd:Y88	http://identifiers.org/icd/Y88
Y89	Sequelae of other external causes	ICD-10	urn:miriam:icd:Y89	http://identifiers.org/icd/Y89
W49	Exposure to other and unspecified inanimate mechanical forces	ICD-10	urn:miriam:icd:W49	http://identifiers.org/icd/W49
Y84.9	Medical procedure, unspecified	ICD-10	urn:miriam:icd:Y84.9	http://identifiers.org/icd/Y84.9
Y84.8	Other medical procedures	ICD-10	urn:miriam:icd:Y84.8	http://identifiers.org/icd/Y84.8
Y84.7	Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure - Blood-sampling	ICD-10	urn:miriam:icd:Y84.7	http://identifiers.org/icd/Y84.7
Y84.6	Urinary catheterization	ICD-10	urn:miriam:icd:Y84.6	http://identifiers.org/icd/Y84.6
Y84.5	Insertion of gastric or duodenal sound	ICD-10	urn:miriam:icd:Y84.5	http://identifiers.org/icd/Y84.5
Y84.4	Aspiration of fluid	ICD-10	urn:miriam:icd:Y84.4	http://identifiers.org/icd/Y84.4
Y84.3	Shock therapy	ICD-10	urn:miriam:icd:Y84.3	http://identifiers.org/icd/Y84.3
Y84.2	Radiological procedure and radiotherapy	ICD-10	urn:miriam:icd:Y84.2	http://identifiers.org/icd/Y84.2
Y84.1	Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure - Kidney dialysis	ICD-10	urn:miriam:icd:Y84.1	http://identifiers.org/icd/Y84.1
Y84.0	Cardiac catheterization	ICD-10	urn:miriam:icd:Y84.0	http://identifiers.org/icd/Y84.0
Y90	Evidence of alcohol involvement determined by blood alcohol level	ICD-10	urn:miriam:icd:Y90	http://identifiers.org/icd/Y90
Y91	Evidence of alcohol involvement determined by level of intoxication	ICD-10	urn:miriam:icd:Y91	http://identifiers.org/icd/Y91
W50	Hit, struck, kicked, twisted, bitten or scratched by another person	ICD-10	urn:miriam:icd:W50	http://identifiers.org/icd/W50
Z10.1	Routine general health check-up of inhabitants of institutions	ICD-10	urn:miriam:icd:Z10.1	http://identifiers.org/icd/Z10.1
W51	Striking against or bumped into by another person	ICD-10	urn:miriam:icd:W51	http://identifiers.org/icd/W51
Z10.2	Routine general health check-up of armed forces	ICD-10	urn:miriam:icd:Z10.2	http://identifiers.org/icd/Z10.2
W52	Crushed, pushed or stepped on by crowd or human stampede	ICD-10	urn:miriam:icd:W52	http://identifiers.org/icd/W52
W53	Bitten by rat	ICD-10	urn:miriam:icd:W53	http://identifiers.org/icd/W53
Y95	Nosocomial condition	ICD-10	urn:miriam:icd:Y95	http://identifiers.org/icd/Y95
Z10.0	Occupational health examination	ICD-10	urn:miriam:icd:Z10.0	http://identifiers.org/icd/Z10.0
W54	Bitten or struck by dog	ICD-10	urn:miriam:icd:W54	http://identifiers.org/icd/W54
Y96	Work-related condition	ICD-10	urn:miriam:icd:Y96	http://identifiers.org/icd/Y96
W55	Bitten or struck by other mammals	ICD-10	urn:miriam:icd:W55	http://identifiers.org/icd/W55
Y97	Environmental-pollution-related condition	ICD-10	urn:miriam:icd:Y97	http://identifiers.org/icd/Y97
W56	Contact with marine animal	ICD-10	urn:miriam:icd:W56	http://identifiers.org/icd/W56
Y98	Lifestyle-related condition	ICD-10	urn:miriam:icd:Y98	http://identifiers.org/icd/Y98
Z10.3	Routine general health check-up of sports teams	ICD-10	urn:miriam:icd:Z10.3	http://identifiers.org/icd/Z10.3
W57	Bitten or stung by nonvenomous insect and other nonvenomous arthropods	ICD-10	urn:miriam:icd:W57	http://identifiers.org/icd/W57
W58	Bitten or struck by crocodile or alligator	ICD-10	urn:miriam:icd:W58	http://identifiers.org/icd/W58
W59	Bitten or crushed by other reptiles	ICD-10	urn:miriam:icd:W59	http://identifiers.org/icd/W59
Y58.2	Bacterial vaccines - Cholera vaccine	ICD-10	urn:miriam:icd:Y58.2	http://identifiers.org/icd/Y58.2
Y58.3	Bacterial vaccines - Plague vaccine	ICD-10	urn:miriam:icd:Y58.3	http://identifiers.org/icd/Y58.3
Y58.0	Bacterial vaccines - BCG vaccine	ICD-10	urn:miriam:icd:Y58.0	http://identifiers.org/icd/Y58.0
Y58.1	Bacterial vaccines - Typhoid and paratyphoid vaccine	ICD-10	urn:miriam:icd:Y58.1	http://identifiers.org/icd/Y58.1
Y60	Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care	ICD-10	urn:miriam:icd:Y60	http://identifiers.org/icd/Y60
Y61	Foreign object accidentally left in body during surgical and medical care	ICD-10	urn:miriam:icd:Y61	http://identifiers.org/icd/Y61
W20	Struck by thrown, projected or falling object(s) - Struck by thrown, projected or falling object(s)	ICD-10	urn:miriam:icd:W20	http://identifiers.org/icd/W20
Y62	Failure of sterile precautions during surgical and medical care	ICD-10	urn:miriam:icd:Y62	http://identifiers.org/icd/Y62
W21	Striking against or struck by sports equipment	ICD-10	urn:miriam:icd:W21	http://identifiers.org/icd/W21
Y63	Failure in dosage during surgical and medical care	ICD-10	urn:miriam:icd:Y63	http://identifiers.org/icd/Y63
W22	Striking against or struck by other object(s) - Striking against or struck by other object(s)	ICD-10	urn:miriam:icd:W22	http://identifiers.org/icd/W22
Y64	Contaminated medical or biological substances	ICD-10	urn:miriam:icd:Y64	http://identifiers.org/icd/Y64
W23	Caught, crushed, jammed or pinched in or between objects	ICD-10	urn:miriam:icd:W23	http://identifiers.org/icd/W23
Y65	Other misadventures during surgical and medical care	ICD-10	urn:miriam:icd:Y65	http://identifiers.org/icd/Y65
W24	Contact with lifting and transmission device(s), not elsewhere classified - Contact with lifting and transmission device(s), not elsewhere classified	ICD-10	urn:miriam:icd:W24	http://identifiers.org/icd/W24
Y66	Nonadministration of surgical and medical care	ICD-10	urn:miriam:icd:Y66	http://identifiers.org/icd/Y66
W25	Contact with sharp glass	ICD-10	urn:miriam:icd:W25	http://identifiers.org/icd/W25
Y47.9	Sedative, hypnotic and antianxiety drug, unspecified	ICD-10	urn:miriam:icd:Y47.9	http://identifiers.org/icd/Y47.9
W26	Contact with other sharp object(s)	ICD-10	urn:miriam:icd:W26	http://identifiers.org/icd/W26
Y47.8	Other sedatives, hypnotics and antianxiety drugs	ICD-10	urn:miriam:icd:Y47.8	http://identifiers.org/icd/Y47.8
W27	Contact with nonpowered hand tool	ICD-10	urn:miriam:icd:W27	http://identifiers.org/icd/W27
Y69	Unspecified misadventure during surgical and medical care	ICD-10	urn:miriam:icd:Y69	http://identifiers.org/icd/Y69
W28	Contact with powered lawnmower	ICD-10	urn:miriam:icd:W28	http://identifiers.org/icd/W28
W29	Contact with other powered hand tools and household machinery	ICD-10	urn:miriam:icd:W29	http://identifiers.org/icd/W29
Y47.5	Mixed sedatives and hypnotics, not elsewhere classified	ICD-10	urn:miriam:icd:Y47.5	http://identifiers.org/icd/Y47.5
Y47.4	Sedatives, hypnotics and antianxiety drugs - Bromine compounds	ICD-10	urn:miriam:icd:Y47.4	http://identifiers.org/icd/Y47.4
Y47.1	Sedatives, hypnotics and antianxiety drugs - Benzodiazepines	ICD-10	urn:miriam:icd:Y47.1	http://identifiers.org/icd/Y47.1
Y47.0	Sedatives, hypnotics and antianxiety drugs - Barbiturates, not elsewhere classified	ICD-10	urn:miriam:icd:Y47.0	http://identifiers.org/icd/Y47.0
Y47.3	Sedatives, hypnotics and antianxiety drugs - Paraldehyde	ICD-10	urn:miriam:icd:Y47.3	http://identifiers.org/icd/Y47.3
Y47.2	Sedatives, hypnotics and antianxiety drugs - Cloral derivatives	ICD-10	urn:miriam:icd:Y47.2	http://identifiers.org/icd/Y47.2
Y70	Anaesthesiology devices associated with adverse incidents	ICD-10	urn:miriam:icd:Y70	http://identifiers.org/icd/Y70
Y71	Cardiovascular devices associated with adverse incidents	ICD-10	urn:miriam:icd:Y71	http://identifiers.org/icd/Y71
W30	Contact with agricultural machinery	ICD-10	urn:miriam:icd:W30	http://identifiers.org/icd/W30
Y72	Otorhinolaryngological devices associated with adverse incidents	ICD-10	urn:miriam:icd:Y72	http://identifiers.org/icd/Y72
W31	Contact with other and unspecified machinery	ICD-10	urn:miriam:icd:W31	http://identifiers.org/icd/W31
Y73	Gastroenterology and urology devices associated with adverse incidents	ICD-10	urn:miriam:icd:Y73	http://identifiers.org/icd/Y73
W32	Handgun discharge	ICD-10	urn:miriam:icd:W32	http://identifiers.org/icd/W32
Y74	General hospital and personal-use devices associated with adverse incidents	ICD-10	urn:miriam:icd:Y74	http://identifiers.org/icd/Y74
W33	Rifle, shotgun and larger firearm discharge	ICD-10	urn:miriam:icd:W33	http://identifiers.org/icd/W33
Y75	Neurological devices associated with adverse incidents	ICD-10	urn:miriam:icd:Y75	http://identifiers.org/icd/Y75
W34	Discharge from other and unspecified firearms	ICD-10	urn:miriam:icd:W34	http://identifiers.org/icd/W34
Y76	Obstetric and gynaecological devices associated with adverse incidents	ICD-10	urn:miriam:icd:Y76	http://identifiers.org/icd/Y76
W35	Explosion and rupture of boiler	ICD-10	urn:miriam:icd:W35	http://identifiers.org/icd/W35
Y77	Ophthalmic devices associated with adverse incidents	ICD-10	urn:miriam:icd:Y77	http://identifiers.org/icd/Y77
W36	Explosion and rupture of gas cylinder	ICD-10	urn:miriam:icd:W36	http://identifiers.org/icd/W36
Y36.9	War operations, unspecified	ICD-10	urn:miriam:icd:Y36.9	http://identifiers.org/icd/Y36.9
Y78	Radiological devices associated with adverse incidents	ICD-10	urn:miriam:icd:Y78	http://identifiers.org/icd/Y78
W37	Explosion and rupture of pressurized tyre, pipe or hose	ICD-10	urn:miriam:icd:W37	http://identifiers.org/icd/W37
Y36.8	War operations occurring after cessation of hostilities	ICD-10	urn:miriam:icd:Y36.8	http://identifiers.org/icd/Y36.8
Y79	Orthopaedic devices associated with adverse incidents	ICD-10	urn:miriam:icd:Y79	http://identifiers.org/icd/Y79
W38	Explosion and rupture of other specified pressurized devices	ICD-10	urn:miriam:icd:W38	http://identifiers.org/icd/W38
W39	Discharge of firework	ICD-10	urn:miriam:icd:W39	http://identifiers.org/icd/W39
Y36.5	War operations involving nuclear weapons	ICD-10	urn:miriam:icd:Y36.5	http://identifiers.org/icd/Y36.5
Y36.4	War operations involving firearm discharge and other forms of conventional warfare	ICD-10	urn:miriam:icd:Y36.4	http://identifiers.org/icd/Y36.4
Y36.7	War operations involving chemical weapons and other forms of unconventional warfare	ICD-10	urn:miriam:icd:Y36.7	http://identifiers.org/icd/Y36.7
Y36.6	War operations involving biological weapons	ICD-10	urn:miriam:icd:Y36.6	http://identifiers.org/icd/Y36.6
V84.3	Unspecified occupant of special agricultural vehicle injured in traffic accident	ICD-10	urn:miriam:icd:V84.3	http://identifiers.org/icd/V84.3
Y36.1	War operations involving destruction of aircraft	ICD-10	urn:miriam:icd:Y36.1	http://identifiers.org/icd/Y36.1
